Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
36.875,35.67071428571428,43.46289714285714,44.017031428571435,67.0
46.76923076923077,41.61538461538461,45.66313384615384,42.49523461538461,67.0
43.57642857142857,25.73857142857143,50.53857571428572,34.85408857142857,5.0
48.083333333333336,36.333333333333336,47.09013333333332,37.42349666666667,5.0
30.404285714285717,41.88928571428571,36.88961428571429,50.02479142857144,46.0
42.666666666666664,45.833333333333336,41.53715166666667,46.484385833333334,46.0
29.621428571428574,36.832857142857144,36.34439785714286,45.45678857142857,66.0
29.916666666666668,52.083333333333336,28.855090000000004,52.953233333333344,66.0
28.743571428571432,44.17142857142858,35.350809285714284,52.55749928571429,95.0
38.833333333333336,50.0,37.73867166666667,50.763324166666656,95.0
31.325,40.86642857142858,37.930254999999995,49.248420714285714,254.0
41.30769230769231,46.0,40.20658769230769,46.89763153846153,254.0
24.78000000000001,28.577999999999996,31.480910666666666,37.291634,29.0
29.666666666666668,33.333333333333336,28.577898333333334,34.13366666666667,29.0
51.26142857142857,17.377142857142854,58.13377571428571,26.308095,14.0
54.583333333333336,24.75,53.56446083333333,25.75746583333333,14.0
38.749285714285726,31.020000000000007,45.34859214285715,39.38977,134.0
48.07692307692308,38.92307692307692,46.97410923076924,39.81461692307692,134.0
43.1,26.618571428571425,49.876299285714296,35.352112857142856,39.0
51.333333333333336,33.666666666666664,50.28700083333334,34.58568,39.0
26.700714285714287,45.99357142857143,33.392266428571425,54.552929285714285,55.0
27.75,57.666666666666664,26.67944,58.507635,55.0
41.497142857142855,27.553571428571427,48.204444999999986,36.14530571428572,72.0
43.46153846153846,41.38461538461539,42.38979769230769,42.386783846153854,72.0
21.622857142857146,47.43571428571429,28.34208071428571,56.05194642857144,23.0
22.333333333333332,60.083333333333336,21.27068583333333,60.94978333333335,23.0
